year,sector,age,age_group,gender,days_homeless,episodes,chronic_homeless,is_chronic
2021,All,42,adult,female,15,3,0,False
2021,All,35,adult,male,115,0,0,False
2021,All,35,adult,female,178,0,0,False
2021,All,42,adult,female,83,3,0,False
2021,All,22,youth,male,72,3,0,False
2021,All,22,youth,male,39,0,0,False
2021,All,50,adult,female,98,0,0,False
2021,All,18,youth,male,85,1,0,False
2021,All,35,adult,male,90,1,0,False
2021,All,28,adult,female,121,2,0,False
2021,All,42,adult,male,68,1,0,False
2021,All,50,adult,female,97,1,0,False
2021,All,28,adult,female,56,3,0,False
2021,All,42,adult,male,32,2,0,False
2021,All,22,youth,male,26,2,0,False
2021,All,58,adult,male,175,1,0,False
2021,All,22,youth,female,156,2,0,False
2021,All,18,youth,female,145,2,0,False
2021,All,58,adult,male,150,3,0,False
2021,All,50,adult,male,64,2,0,False
2021,All,22,youth,male,3,3,0,False
2021,All,42,adult,male,72,1,0,False
2021,All,35,adult,male,83,3,0,False
2021,All,22,youth,male,1,0,0,False
2021,All,28,adult,male,64,3,0,False
2021,All,28,adult,female,11,3,0,False
2021,All,22,youth,male,155,2,0,False
2021,All,42,adult,female,44,1,0,False
2021,All,22,youth,male,20,1,0,False
2021,All,58,adult,female,104,2,0,False
2021,All,42,adult,male,20,3,0,False
2021,All,35,adult,female,21,0,0,False
2021,All,35,adult,male,93,2,0,False
2021,All,22,youth,male,68,0,0,False
2021,All,35,adult,male,98,3,0,False
2021,All,22,youth,male,68,3,0,False
2021,All,35,adult,male,160,1,0,False
2021,All,28,adult,male,142,0,0,False
2021,All,35,adult,male,143,2,0,False
2021,All,42,adult,male,119,0,0,False
2021,All,42,adult,male,34,2,0,False
2021,All,42,adult,male,59,1,0,False
2021,All,42,adult,male,143,3,0,False
2021,All,28,adult,male,15,0,0,False
2021,All,42,adult,female,146,1,0,False
2021,All,42,adult,female,98,3,0,False
2021,All,42,adult,female,4,0,0,False
2021,All,18,youth,male,85,2,0,False
2021,All,58,adult,male,14,2,0,False
2021,All,42,adult,male,83,1,0,False
2021,All,65,adult,male,65,2,0,False
2021,All,50,adult,male,150,2,0,False
2021,All,28,adult,male,174,2,0,False
2021,All,22,youth,female,40,3,0,False
2021,All,28,adult,female,112,2,0,False
2021,All,42,adult,male,121,1,0,False
2021,All,35,adult,male,85,0,0,False
2021,All,50,adult,male,74,0,0,False
2021,All,28,adult,male,11,0,0,False
2021,All,18,youth,male,138,1,0,False
2021,All,18,youth,male,20,0,0,False
2021,All,35,adult,female,122,2,0,False
2021,All,22,youth,male,97,0,0,False
2021,All,65,adult,female,116,1,0,False
2021,All,28,adult,male,159,0,0,False
2021,All,18,youth,female,120,1,0,False
2021,All,28,adult,male,105,1,0,False
2021,All,35,adult,female,1,2,0,False
2021,All,28,adult,male,42,0,0,False
2021,All,18,youth,male,81,0,0,False
2021,All,35,adult,male,1,2,0,False
2021,All,28,adult,male,147,3,0,False
2021,All,35,adult,male,157,2,0,False
2021,All,22,youth,female,103,3,0,False
2021,All,28,adult,female,105,3,0,False
2021,All,22,youth,female,174,2,0,False
2021,All,28,adult,female,139,3,0,False
2021,All,28,adult,male,97,1,0,False
2021,All,35,adult,male,132,3,0,False
2021,All,22,youth,female,90,2,0,False
2021,All,18,youth,male,103,2,0,False
2021,All,58,adult,male,27,2,0,False
2021,All,42,adult,female,41,3,0,False
2021,All,58,adult,male,114,3,0,False
2021,All,35,adult,male,41,3,0,False
2021,All,28,adult,male,151,3,0,False
2021,All,35,adult,female,174,0,0,False
2021,All,58,adult,female,113,0,0,False
2021,All,28,adult,female,153,3,0,False
2021,All,42,adult,male,124,0,0,False
2021,All,42,adult,male,56,2,0,False
2021,All,22,youth,female,2,2,0,False
2021,All,42,adult,male,15,0,0,False
2021,All,42,adult,male,51,0,0,False
2021,All,22,youth,male,55,3,0,False
2021,All,18,youth,male,13,1,0,False
2021,All,50,adult,female,8,0,0,False
2021,All,28,adult,female,115,0,0,False
2021,All,22,youth,male,105,2,0,False
2021,All,42,adult,male,107,1,0,False
2021,All,50,adult,male,113,2,0,False
2021,All,28,adult,male,178,2,0,False
2021,All,42,adult,male,48,2,0,False
2021,All,35,adult,female,29,1,0,False
2021,All,22,youth,male,69,1,0,False
2021,All,18,youth,female,24,1,0,False
2021,All,50,adult,male,62,1,0,False
2021,All,28,adult,female,42,0,0,False
2021,All,18,youth,female,4,0,0,False
2021,All,35,adult,male,162,1,0,False
2021,All,50,adult,male,104,3,0,False
2021,All,28,adult,male,69,1,0,False
2021,All,28,adult,female,123,2,0,False
2021,All,35,adult,male,94,0,0,False
2021,All,58,adult,male,131,3,0,False
2021,All,28,adult,male,155,3,0,False
2021,All,28,adult,male,128,3,0,False
2021,All,42,adult,male,9,0,0,False
2021,All,18,youth,male,141,2,0,False
2021,All,35,adult,female,30,3,0,False
2021,All,35,adult,female,16,2,0,False
2021,All,50,adult,male,91,0,0,False
2021,All,35,adult,female,4,2,0,False
2021,All,35,adult,male,136,2,0,False
2021,All,35,adult,male,57,1,0,False
2021,All,28,adult,male,132,0,0,False
2021,All,58,adult,male,166,0,0,False
2021,All,28,adult,female,27,3,0,False
2021,All,35,adult,male,107,3,0,False
2021,All,18,youth,female,78,1,0,False
2021,All,28,adult,female,101,2,0,False
2021,All,58,adult,male,105,1,0,False
2021,All,18,youth,male,173,2,0,False
2021,All,35,adult,male,80,2,0,False
2021,All,58,adult,male,100,3,0,False
2021,All,65,adult,male,65,2,0,False
2021,All,50,adult,male,81,3,0,False
2021,All,28,adult,female,142,2,0,False
2021,All,35,adult,female,3,0,0,False
2021,All,28,adult,male,124,2,0,False
2021,All,58,adult,male,121,1,0,False
2021,All,18,youth,female,32,1,0,False
2021,All,28,adult,male,143,1,0,False
2021,All,22,youth,male,6,1,0,False
2021,All,35,adult,female,136,2,0,False
2021,All,35,adult,male,140,3,0,False
2021,All,50,adult,female,131,3,0,False
2021,All,28,adult,female,77,1,0,False
2021,All,35,adult,female,76,2,0,False
2021,All,35,adult,female,143,0,0,False
2021,All,22,youth,male,23,0,0,False
2021,All,28,adult,male,128,3,0,False
2021,All,65,adult,male,98,3,0,False
2021,All,42,adult,female,61,0,0,False
2021,All,42,adult,male,57,3,0,False
2021,All,22,youth,female,169,1,0,False
2021,All,18,youth,male,10,0,0,False
2021,All,35,adult,female,45,3,0,False
2021,All,35,adult,male,66,3,0,False
2021,All,42,adult,male,51,0,0,False
2021,All,28,adult,male,139,3,0,False
2021,All,50,adult,female,15,0,0,False
2021,All,22,youth,female,140,3,0,False
2021,All,28,adult,male,148,1,0,False
2021,All,28,adult,female,52,0,0,False
2021,All,58,adult,female,23,0,0,False
2021,All,35,adult,female,80,2,0,False
2021,All,22,youth,female,11,2,0,False
2021,All,50,adult,male,90,1,0,False
2021,All,18,youth,female,129,2,0,False
2021,All,18,youth,female,0,3,0,False
2021,All,28,adult,male,26,2,0,False
2021,All,58,adult,male,111,0,0,False
2021,All,28,adult,female,78,1,0,False
2021,All,35,adult,male,33,2,0,False
2021,All,50,adult,male,35,0,0,False
2021,All,35,adult,female,68,0,0,False
2021,All,28,adult,male,110,0,0,False
2021,All,50,adult,male,32,1,0,False
2021,All,28,adult,male,64,3,0,False
2021,All,35,adult,male,179,3,0,False
2021,All,28,adult,male,35,1,0,False
2021,All,35,adult,male,97,1,0,False
2021,All,18,youth,female,30,3,0,False
2021,All,28,adult,female,35,3,0,False
2021,All,50,adult,male,170,2,0,False
2021,All,42,adult,male,61,2,0,False
2021,All,35,adult,male,91,1,0,False
2021,All,50,adult,male,143,0,0,False
2021,All,35,adult,male,156,3,0,False
2021,All,22,youth,male,17,0,0,False
2021,All,28,adult,female,3,1,0,False
2021,All,42,adult,male,37,2,0,False
2021,All,28,adult,male,179,2,0,False
2021,All,22,youth,male,82,1,0,False
2021,All,42,adult,male,165,1,0,False
2021,All,50,adult,male,170,2,0,False
2021,All,58,adult,female,11,2,0,False
2021,All,42,adult,female,12,1,0,False
2021,All,28,adult,female,67,0,0,False
2021,All,28,adult,female,60,2,0,False
2021,All,35,adult,male,177,0,0,False
2021,All,42,adult,female,122,1,0,False
2021,All,28,adult,female,59,1,0,False
2021,All,22,youth,male,74,0,0,False
2021,All,35,adult,male,140,2,0,False
2021,All,28,adult,male,32,0,0,False
2021,All,18,youth,male,8,3,0,False
2021,All,42,adult,male,160,0,0,False
2021,All,18,youth,female,119,0,0,False
2021,All,28,adult,male,3,2,0,False
2021,All,35,adult,male,113,0,0,False
2021,All,65,adult,female,29,3,0,False
2021,All,28,adult,male,136,3,0,False
2021,All,28,adult,male,19,3,0,False
2021,All,42,adult,male,15,3,0,False
2021,All,22,youth,male,139,3,0,False
2021,All,35,adult,male,133,1,0,False
2021,All,42,adult,male,150,3,0,False
2021,All,22,youth,male,98,0,0,False
2021,All,18,youth,female,69,2,0,False
2021,All,28,adult,male,170,0,0,False
2021,All,18,youth,female,134,3,0,False
2021,All,35,adult,female,20,3,0,False
2021,All,58,adult,male,128,2,0,False
2021,All,35,adult,female,4,3,0,False
2021,All,58,adult,female,111,1,0,False
2021,All,28,adult,female,40,2,0,False
2021,All,35,adult,male,94,0,0,False
2021,All,18,youth,female,111,1,0,False
2021,All,50,adult,male,26,1,0,False
2021,All,58,adult,male,146,0,0,False
2021,All,35,adult,male,141,1,0,False
2021,All,18,youth,female,51,1,0,False
2021,All,28,adult,male,97,0,0,False
2021,All,35,adult,male,74,0,0,False
2021,All,18,youth,female,80,3,0,False
2021,All,65,adult,female,84,0,0,False
2021,All,50,adult,male,98,3,0,False
2021,All,42,adult,female,154,1,0,False
2021,All,18,youth,male,162,0,0,False
2021,All,28,adult,male,138,3,0,False
2021,All,58,adult,male,136,1,0,False
2021,All,18,youth,male,121,1,0,False
2021,All,28,adult,female,4,1,0,False
2021,All,28,adult,male,39,0,0,False
2021,All,22,youth,male,91,3,0,False
2021,All,42,adult,male,82,3,0,False
2021,All,35,adult,male,45,3,0,False
2021,All,28,adult,male,87,3,0,False
2021,All,42,adult,male,150,0,0,False
2021,All,35,adult,male,158,0,0,False
2021,All,22,youth,male,45,2,0,False
2021,All,22,youth,male,113,2,0,False
2021,All,58,adult,female,143,1,0,False
2021,All,42,adult,female,72,0,0,False
2021,All,42,adult,male,98,1,0,False
2021,All,35,adult,female,36,1,0,False
2021,All,22,youth,male,95,0,0,False
2021,All,42,adult,female,65,3,0,False
2021,All,42,adult,male,30,2,0,False
2021,All,22,youth,female,99,0,0,False
2021,All,50,adult,male,105,1,0,False
2021,All,42,adult,male,157,0,0,False
2021,All,22,youth,male,21,1,0,False
2021,All,35,adult,female,136,0,0,False
2021,All,58,adult,male,124,3,0,False
2021,All,50,adult,female,14,1,0,False
2021,All,50,adult,female,179,2,0,False
2021,All,28,adult,female,165,2,0,False
2021,All,65,adult,male,103,1,0,False
2021,All,28,adult,female,36,3,0,False
2021,All,35,adult,male,19,2,0,False
2021,All,35,adult,male,45,1,0,False
2021,All,28,adult,female,89,3,0,False
2021,All,28,adult,male,17,2,0,False
2021,All,18,youth,female,175,0,0,False
2021,All,28,adult,female,90,2,0,False
2021,All,18,youth,female,144,1,0,False
2021,All,22,youth,female,139,0,0,False
2021,All,35,adult,female,47,0,0,False
2021,All,18,youth,female,179,1,0,False
2021,All,28,adult,female,150,0,0,False
2021,All,58,adult,male,163,0,0,False
2021,All,65,adult,female,140,2,0,False
2021,All,22,youth,female,127,3,0,False
2021,All,28,adult,female,151,1,0,False
2021,All,50,adult,female,85,0,0,False
2021,All,22,youth,female,152,1,0,False
2021,All,22,youth,male,126,0,0,False
2021,All,22,youth,female,39,0,0,False
2021,All,35,adult,female,134,1,0,False
2021,All,28,adult,female,128,2,0,False
2021,All,42,adult,male,80,3,0,False
2021,All,35,adult,male,112,2,0,False
2021,All,18,youth,female,138,2,0,False
2021,All,28,adult,male,101,2,0,False
2021,All,35,adult,male,81,3,0,False
2021,All,35,adult,male,85,0,0,False
2021,All,50,adult,male,88,3,0,False
2021,All,18,youth,male,175,0,0,False
2021,All,50,adult,male,46,3,0,False
2021,All,28,adult,male,127,2,0,False
2021,All,18,youth,female,126,3,0,False
2021,All,42,adult,female,44,1,0,False
2021,All,22,youth,male,162,2,0,False
2021,All,35,adult,male,14,2,0,False
2021,All,35,adult,male,117,0,0,False
2021,All,18,youth,female,91,1,0,False
2021,All,58,adult,female,67,1,0,False
2021,All,42,adult,female,120,1,0,False
2021,All,50,adult,female,20,2,0,False
2021,All,42,adult,male,169,2,0,False
2021,All,22,youth,male,134,2,0,False
2021,All,35,adult,male,8,0,0,False
2021,All,22,youth,male,159,2,0,False
2021,All,58,adult,male,54,2,0,False
2021,All,22,youth,male,65,0,0,False
2021,All,42,adult,male,173,0,0,False
2021,All,22,youth,male,10,1,0,False
2021,All,35,adult,female,85,2,0,False
2021,All,22,youth,female,94,3,0,False
2021,All,35,adult,male,114,1,0,False
2021,All,22,youth,male,167,1,0,False
2021,All,42,adult,male,51,1,0,False
2021,All,22,youth,female,115,2,0,False
2021,All,42,adult,male,19,3,0,False
2021,All,35,adult,male,83,1,0,False
2021,All,42,adult,female,124,0,0,False
2021,All,58,adult,male,147,1,0,False
2021,All,50,adult,male,69,1,0,False
2021,All,22,youth,male,63,3,0,False
2021,All,35,adult,female,32,3,0,False
2021,All,35,adult,male,40,1,0,False
2021,All,42,adult,female,20,3,0,False
2021,All,35,adult,male,95,0,0,False
2021,All,22,youth,female,141,0,0,False
2021,All,28,adult,male,130,0,0,False
2021,All,35,adult,male,51,2,0,False
2021,All,50,adult,male,152,3,0,False
2021,All,28,adult,male,65,1,0,False
2021,All,35,adult,male,122,2,0,False
2021,All,28,adult,male,138,3,0,False
2021,All,50,adult,male,126,1,0,False
2021,All,28,adult,male,27,3,0,False
2021,All,28,adult,male,134,3,0,False
2021,All,28,adult,male,132,0,0,False
2021,All,50,adult,male,90,3,0,False
2021,All,28,adult,female,44,1,0,False
2021,All,22,youth,male,47,0,0,False
2021,All,35,adult,male,81,1,0,False
2021,All,18,youth,female,170,0,0,False
2021,All,28,adult,male,27,3,0,False
2021,All,58,adult,female,131,0,0,False
2021,All,35,adult,male,110,1,0,False
2021,All,42,adult,male,171,1,0,False
2021,All,35,adult,female,150,3,0,False
2021,All,42,adult,male,1,2,0,False
2021,All,28,adult,male,8,0,0,False
2021,All,28,adult,female,158,0,0,False
2021,All,28,adult,male,154,0,0,False
2021,All,50,adult,female,76,2,0,False
2021,All,42,adult,male,98,1,0,False
2021,All,58,adult,male,45,3,0,False
2021,All,18,youth,male,135,2,0,False
2021,All,50,adult,male,11,3,0,False
2021,All,28,adult,male,157,1,0,False
2021,All,35,adult,male,31,1,0,False
2021,All,22,youth,female,115,1,0,False
2021,All,42,adult,male,171,0,0,False
2021,All,28,adult,male,177,0,0,False
2021,All,28,adult,male,159,3,0,False
2021,All,42,adult,male,157,1,0,False
2021,All,58,adult,male,117,2,0,False
2021,All,35,adult,female,111,3,0,False
2021,All,28,adult,male,105,2,0,False
2021,All,22,youth,female,23,1,0,False
2021,All,50,adult,male,103,2,0,False
2021,All,35,adult,male,178,3,0,False
2021,All,22,youth,male,88,0,0,False
2021,All,58,adult,female,15,0,0,False
2021,All,22,youth,male,93,3,0,False
2021,All,42,adult,male,141,0,0,False
2021,All,18,youth,female,100,1,0,False
2021,All,18,youth,female,130,3,0,False
2021,All,18,youth,male,156,2,0,False
2021,All,22,youth,female,5,2,0,False
2021,All,58,adult,female,9,3,0,False
2021,All,42,adult,male,88,2,0,False
2021,All,28,adult,female,86,2,0,False
2021,All,58,adult,female,37,0,0,False
2021,All,22,youth,male,56,3,0,False
2021,All,50,adult,male,167,2,0,False
2021,All,22,youth,male,13,1,0,False
2021,All,35,adult,male,29,0,0,False
2021,All,35,adult,female,79,2,0,False
2021,All,28,adult,male,35,3,0,False
2021,All,35,adult,male,110,2,0,False
2021,All,28,adult,male,161,1,0,False
2021,All,28,adult,male,143,2,0,False
2021,All,22,youth,male,8,2,0,False
2021,All,18,youth,male,5,2,0,False
2021,All,22,youth,female,79,3,0,False
2021,All,35,adult,male,17,2,0,False
2021,All,22,youth,male,106,3,0,False
2021,All,28,adult,male,84,1,0,False
2021,All,28,adult,female,176,2,0,False
2021,All,65,adult,male,176,3,0,False
2021,All,35,adult,female,66,3,0,False
2021,All,22,youth,female,0,3,0,False
2021,All,50,adult,male,68,3,0,False
2021,All,42,adult,female,176,0,0,False
2021,All,35,adult,female,2,0,0,False
2021,All,35,adult,male,98,1,0,False
2021,All,42,adult,female,97,1,0,False
2021,All,22,youth,male,169,0,0,False
2021,All,28,adult,male,50,3,0,False
2021,All,35,adult,male,106,1,0,False
2021,All,18,youth,female,122,3,0,False
2021,All,35,adult,female,156,3,0,False
2021,All,28,adult,male,15,2,0,False
2021,All,65,adult,female,7,2,0,False
2021,All,42,adult,male,99,0,0,False
2021,All,22,youth,male,174,2,0,False
2021,All,58,adult,male,79,0,0,False
2021,All,42,adult,male,28,3,0,False
2021,All,58,adult,male,48,0,0,False
2021,All,28,adult,male,135,0,0,False
2021,All,22,youth,male,66,1,0,False
2021,All,18,youth,male,170,3,0,False
2021,All,18,youth,female,177,3,0,False
2021,All,28,adult,male,178,3,0,False
2021,All,22,youth,male,26,2,0,False
2021,All,22,youth,male,16,0,0,False
2021,All,42,adult,male,102,1,0,False
2021,All,18,youth,male,138,0,0,False
2021,All,22,youth,male,152,2,0,False
2021,All,50,adult,female,112,0,0,False
2021,All,22,youth,male,164,0,0,False
2021,All,42,adult,female,162,2,0,False
2021,All,35,adult,male,119,3,0,False
2021,All,35,adult,male,90,1,0,False
2021,All,22,youth,male,73,1,0,False
2021,All,42,adult,male,86,2,0,False
2021,All,42,adult,male,35,3,0,False
2021,All,18,youth,male,49,2,0,False
2021,All,50,adult,male,174,3,0,False
2021,All,35,adult,male,45,1,0,False
2021,All,22,youth,female,123,2,0,False
2021,All,50,adult,male,82,2,0,False
2021,All,50,adult,male,176,0,0,False
2021,All,42,adult,female,74,0,0,False
2021,All,50,adult,female,36,2,0,False
2021,All,18,youth,female,98,1,0,False
2021,All,35,adult,male,108,2,0,False
2021,All,50,adult,male,99,3,0,False
2021,All,28,adult,female,110,2,0,False
2021,All,50,adult,male,2,1,0,False
2021,All,35,adult,female,9,3,0,False
2021,All,22,youth,male,68,1,0,False
2021,All,42,adult,male,50,3,0,False
2021,All,18,youth,male,122,3,0,False
2021,All,18,youth,female,132,3,0,False
2021,All,58,adult,male,94,3,0,False
2021,All,28,adult,male,15,1,0,False
2021,All,35,adult,male,116,2,0,False
2021,All,35,adult,male,72,2,0,False
2021,All,35,adult,male,32,0,0,False
2021,All,28,adult,male,30,0,0,False
2021,All,22,youth,male,165,3,0,False
2021,All,35,adult,female,108,1,0,False
2021,All,18,youth,female,133,2,0,False
2021,All,42,adult,male,5,0,0,False
2021,All,28,adult,male,147,1,0,False
2021,All,42,adult,female,127,3,0,False
2021,All,50,adult,female,142,3,0,False
2021,All,42,adult,male,31,0,0,False
2021,All,28,adult,male,143,2,0,False
2021,All,42,adult,male,1,0,0,False
2021,All,18,youth,female,127,0,0,False
2021,All,22,youth,male,74,3,0,False
2021,All,42,adult,female,16,1,0,False
2021,All,50,adult,female,44,1,0,False
2021,All,42,adult,male,48,2,0,False
2021,All,18,youth,female,175,1,0,False
2021,All,18,youth,female,63,2,0,False
2021,All,50,adult,female,64,1,0,False
2021,All,35,adult,female,147,3,0,False
2021,All,18,youth,female,69,3,0,False
2021,All,50,adult,female,62,3,0,False
2021,All,18,youth,female,84,3,0,False
2021,All,58,adult,male,57,1,0,False
2021,All,50,adult,female,83,1,0,False
2021,All,28,adult,male,93,3,0,False
2021,All,35,adult,male,128,0,0,False
2021,All,35,adult,male,101,3,0,False
2021,All,28,adult,male,107,2,0,False
2021,All,42,adult,female,161,3,0,False
2021,All,18,youth,male,20,1,0,False
2021,All,28,adult,male,174,2,0,False
2021,All,35,adult,male,107,0,0,False
2021,All,18,youth,female,32,3,0,False
2021,All,28,adult,male,156,3,0,False
2021,All,22,youth,male,152,1,0,False
2021,All,28,adult,male,67,3,0,False
2021,All,22,youth,female,0,2,0,False
2021,All,35,adult,male,35,1,0,False
2021,All,42,adult,female,118,1,0,False
2021,All,22,youth,female,29,3,0,False
2021,All,35,adult,female,101,0,0,False
2021,All,28,adult,female,135,2,0,False
2021,All,50,adult,female,112,0,0,False
2021,All,42,adult,male,27,1,0,False
2021,All,35,adult,male,48,0,0,False
2021,All,35,adult,male,33,0,0,False
2021,All,65,adult,male,155,2,0,False
2021,All,50,adult,male,134,1,0,False
2021,All,35,adult,male,75,2,0,False
2021,All,35,adult,male,169,2,0,False
2021,All,22,youth,male,133,2,0,False
2021,All,35,adult,male,114,1,0,False
2021,All,35,adult,male,100,2,0,False
2021,All,50,adult,female,17,3,0,False
2021,All,42,adult,female,27,1,0,False
2021,All,58,adult,male,87,1,0,False
2021,All,28,adult,female,63,3,0,False
2021,All,35,adult,male,143,1,0,False
2021,All,58,adult,male,14,2,0,False
2021,All,58,adult,male,62,3,0,False
2021,All,35,adult,female,92,0,0,False
2021,All,42,adult,female,150,3,0,False
2021,All,50,adult,female,73,1,0,False
2021,All,28,adult,female,27,3,0,False
2021,All,28,adult,female,29,1,0,False
2021,All,28,adult,male,139,2,0,False
2021,All,28,adult,male,156,0,0,False
2021,All,18,youth,female,77,0,0,False
2021,All,28,adult,male,164,0,0,False
2021,All,65,adult,male,179,0,0,False
2021,All,18,youth,male,15,0,0,False
2021,All,22,youth,male,82,0,0,False
2021,All,35,adult,female,25,1,0,False
2021,All,65,adult,female,127,3,0,False
2021,All,22,youth,male,34,0,0,False
2021,All,42,adult,male,35,1,0,False
2021,All,22,youth,female,173,3,0,False
2021,All,28,adult,male,57,1,0,False
2021,All,42,adult,male,153,1,0,False
2021,All,22,youth,female,0,0,0,False
2021,All,22,youth,female,12,0,0,False
2021,All,50,adult,male,28,3,0,False
2021,All,50,adult,female,144,3,0,False
2021,All,28,adult,male,8,0,0,False
2021,All,35,adult,female,28,3,0,False
2021,All,35,adult,male,66,2,0,False
2021,All,22,youth,male,171,1,0,False
2021,All,35,adult,male,71,0,0,False
2021,All,42,adult,male,11,2,0,False
2021,All,35,adult,male,85,0,0,False
2021,All,28,adult,male,92,3,0,False
2021,All,28,adult,female,47,0,0,False
2021,All,22,youth,male,169,2,0,False
2021,All,28,adult,female,159,0,0,False
2021,All,28,adult,male,23,1,0,False
2021,All,28,adult,male,169,1,0,False
2021,All,22,youth,female,169,1,0,False
2021,All,65,adult,male,0,3,0,False
2021,All,42,adult,male,118,2,0,False
2021,All,18,youth,female,101,1,0,False
2021,All,18,youth,male,85,2,0,False
2021,All,58,adult,male,136,0,0,False
2021,All,28,adult,male,12,2,0,False
2021,All,35,adult,male,125,3,0,False
2021,All,35,adult,male,162,1,0,False
2021,All,42,adult,male,154,0,0,False
2021,All,28,adult,male,100,1,0,False
2021,All,42,adult,male,90,3,0,False
2021,All,35,adult,male,47,2,0,False
2021,All,35,adult,male,162,1,0,False
2021,All,58,adult,male,129,2,0,False
2021,All,35,adult,male,40,3,0,False
2021,All,42,adult,female,110,2,0,False
2021,All,50,adult,male,161,1,0,False
2021,All,22,youth,male,116,0,0,False
2021,All,35,adult,female,127,1,0,False
2021,All,35,adult,male,174,2,0,False
2021,All,18,youth,male,137,1,0,False
2021,All,58,adult,male,146,3,0,False
2021,All,58,adult,male,153,3,0,False
2021,All,22,youth,female,149,1,0,False
2021,All,50,adult,female,166,0,0,False
2021,All,22,youth,male,156,1,0,False
2021,All,50,adult,male,125,2,0,False
2021,All,22,youth,female,83,3,0,False
2021,All,58,adult,female,128,1,0,False
2021,All,28,adult,male,127,2,0,False
2021,All,42,adult,female,91,2,0,False
2021,All,35,adult,male,119,1,0,False
2021,All,28,adult,male,157,2,0,False
2021,All,35,adult,female,162,2,0,False
2021,All,28,adult,female,114,1,0,False
2021,All,58,adult,male,139,2,0,False
2021,All,42,adult,male,119,2,0,False
2021,All,35,adult,male,51,1,0,False
2021,All,22,youth,male,7,1,0,False
2021,All,35,adult,male,69,0,0,False
2021,All,35,adult,male,4,1,0,False
2021,All,22,youth,female,36,0,0,False
2021,All,22,youth,female,108,0,0,False
2021,All,22,youth,male,66,0,0,False
2021,All,28,adult,male,45,0,0,False
2021,All,35,adult,male,98,2,0,False
2021,All,42,adult,female,54,3,0,False
2021,All,42,adult,male,40,0,0,False
2021,All,28,adult,male,129,0,0,False
2021,All,50,adult,male,63,3,0,False
2021,All,58,adult,female,174,3,0,False
2021,All,35,adult,female,60,0,0,False
2021,All,22,youth,male,85,3,0,False
2021,All,22,youth,female,116,0,0,False
2021,All,50,adult,female,112,3,0,False
2021,All,28,adult,female,107,2,0,False
2021,All,42,adult,male,18,1,0,False
2021,All,58,adult,male,137,3,0,False
2021,All,58,adult,male,78,1,0,False
2021,All,50,adult,male,38,1,0,False
2021,All,28,adult,female,45,2,0,False
2021,All,18,youth,male,125,0,0,False
2021,All,42,adult,female,139,2,0,False
2021,All,28,adult,male,40,1,0,False
2021,All,58,adult,female,104,0,0,False
2021,All,42,adult,male,1,3,0,False
2021,All,35,adult,male,111,3,0,False
2021,All,42,adult,female,9,3,0,False
2021,All,18,youth,male,24,0,0,False
2021,All,22,youth,male,126,3,0,False
2021,All,58,adult,male,110,3,0,False
2021,All,28,adult,male,133,2,0,False
2021,All,58,adult,male,73,3,0,False
2021,All,50,adult,female,109,2,0,False
2021,All,18,youth,female,51,2,0,False
2021,All,28,adult,male,136,2,0,False
2021,All,35,adult,male,5,3,0,False
2021,All,42,adult,male,56,1,0,False
2021,All,35,adult,male,109,0,0,False
2021,All,28,adult,female,57,1,0,False
2021,All,50,adult,female,141,2,0,False
2021,All,58,adult,female,55,2,0,False
2021,All,42,adult,female,160,1,0,False
2021,All,50,adult,female,15,0,0,False
2021,All,22,youth,male,143,0,0,False
2021,All,28,adult,male,79,2,0,False
2021,All,42,adult,male,84,1,0,False
2021,All,42,adult,male,27,2,0,False
2021,All,28,adult,male,142,1,0,False
2021,All,18,youth,male,45,0,0,False
2021,All,50,adult,male,4,1,0,False
2021,All,28,adult,male,136,3,0,False
2021,All,18,youth,female,2,1,0,False
2021,All,22,youth,female,117,0,0,False
2021,All,28,adult,male,91,2,0,False
2021,All,22,youth,female,22,3,0,False
2021,All,35,adult,male,36,1,0,False
2021,All,22,youth,male,132,1,0,False
2021,All,35,adult,male,111,1,0,False
2021,All,50,adult,female,141,2,0,False
2021,All,28,adult,female,85,2,0,False
2021,All,22,youth,male,160,3,0,False
2021,All,18,youth,female,58,2,0,False
2021,All,18,youth,female,127,0,0,False
2021,All,18,youth,male,160,0,0,False
2021,All,42,adult,male,141,2,0,False
2021,All,58,adult,male,102,1,0,False
2021,All,35,adult,female,51,1,0,False
2021,All,42,adult,male,35,2,0,False
2021,All,22,youth,male,79,0,0,False
2021,All,42,adult,female,57,2,0,False
2021,All,35,adult,male,115,1,0,False
2021,All,42,adult,male,79,2,0,False
2021,All,50,adult,female,82,3,0,False
2021,All,18,youth,male,38,1,0,False
2021,All,28,adult,female,109,2,0,False
2021,All,22,youth,male,74,2,0,False
2021,All,35,adult,male,67,1,0,False
2021,All,35,adult,male,66,2,0,False
2021,All,18,youth,male,96,2,0,False
2021,All,28,adult,male,120,1,0,False
2021,All,28,adult,male,64,3,0,False
2021,All,35,adult,male,46,3,0,False
2021,All,42,adult,male,19,0,0,False
2021,All,42,adult,male,114,1,0,False
2021,All,42,adult,female,168,2,0,False
2021,All,42,adult,female,64,2,0,False
2021,All,28,adult,male,70,0,0,False
2021,All,42,adult,female,165,2,0,False
2021,All,22,youth,female,142,2,0,False
2021,All,58,adult,female,104,1,0,False
2021,All,18,youth,female,52,0,0,False
